-3,775498	-0,000010
-3,673456	-0,000009
-3,571414	-0,000009
-3,469373	-0,000009
-3,367331	-0,000008
-3,265289	-0,000008
-3,163247	-0,000008
-3,061205	-0,000008
-2,959163	-0,000007
-2,857121	-0,000007
-2,755080	-0,000007
-2,653038	-0,000006
-2,550996	-0,000006
-2,448954	-0,000006
-2,346912	-0,000006
-2,244870	-0,000005
-2,142829	-0,000005
-2,040787	-0,000005
-1,938745	-0,000004
-1,836703	-0,000004
-1,734661	-0,000004
-1,632619	-0,000004
-1,530578	-0,000003
-1,428536	-0,000003
-1,326494	-0,000003
-1,224452	-0,000003
-1,122410	-0,000002
-1,020368	-0,000002
-0,918327	-0,000002
-0,816285	-0,000002
-0,714243	-0,000001
-0,612201	-0,000001
-0,510159	-0,000001
-0,408117	-0,000001
-0,306076	-0,000001
-0,204034	-0,000000
-0,101992	-0,000000
0,000050	-0,000000
