-5,000000	-0,000000
-4,897958	-0,000000
-4,795916	-0,000000
-4,693875	-0,000000
-4,591833	-0,000000
-4,489791	-0,000000
-4,387749	-0,000000
-4,285707	-0,000000
-4,183665	-0,000000
-4,081624	-0,000000
-3,979582	-0,000000
-3,877540	-0,000000
-3,775498	-0,000000
-3,673456	-0,000000
-3,571414	-0,000000
-3,469373	-0,000000
-3,367331	-0,000000
-3,265289	-0,000000
-3,163247	-0,000000
-3,061205	-0,000000
-2,959163	-0,000000
-2,857122	-0,000000
-2,755080	-0,000000
-2,653038	-0,000000
-2,550996	-0,000000
-2,448954	-0,000000
-2,346912	-0,000000
-2,244870	-0,000000
-2,142829	-0,000000
-2,040787	-0,000000
-1,938745	-0,000000
-1,836703	-0,000000
-1,734661	-0,000000
-1,632619	-0,000000
-1,530578	-0,000000
-1,428536	-0,000000
-1,326494	-0,000000
-1,224452	-0,000000
-1,122410	-0,000000
-1,020369	-0,000000
-0,918327	-0,000000
-0,816285	-0,000000
-0,714243	-0,000000
-0,612201	-0,000000
-0,510159	-0,000000
-0,408117	-0,000000
-0,306076	-0,000000
-0,204034	-0,000000
-0,101992	-0,000000
0,000050	-0,000000
